Order,Lot Frontage,LotArea,LotShape,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,YearBuilt,YearRemod/Add,Foundation,Bsmt Unf SF,Total Bsmt SF,BaseLivArea,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bathrooms,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice
2242,64,11067,Reg,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,2,4,1939,1950,BrkTil,0,0,0,Y,640,0,845,1,0,1,1,1,TA,4,0,Detchd,256,48,0,0,0,0,3,2007,Normal,68104
2243,75,8250,Reg,AllPub,Inside,Gtl,IDOTRR,2fmCon,2Story,5,6,1895,2006,CBlock,957,957,0,N,1034,957,1991,2,0,2,4,2,TA,9,0,NA,0,0,0,133,0,0,6,2007,Normal,119600
2244,65,6565,Reg,AllPub,Corner,Gtl,IDOTRR,1Fam,1Story,4,6,1957,1980,CBlock,106,1073,967,Y,1073,0,1073,1,0,1,3,1,TA,6,0,Detchd,720,0,444,0,0,0,8,2007,Abnorml,140000
2245,60,6060,Reg,AllPub,Inside,Gtl,IDOTRR,1Fam,1Story,5,9,1930,2007,BrkTil,100,837,737,Y,1001,0,1001,1,0,1,2,1,Gd,5,0,Detchd,216,154,0,42,86,0,11,2007,Normal,124900
2246,59,5568,IR1,AllPub,Inside,Mod,Crawfor,TwnhsE,1Story,8,5,2006,2007,PConc,0,1573,1573,Y,1625,0,1625,2,0,2,2,1,Gd,5,1,Attchd,495,123,0,0,0,153,10,2007,Partial,375000
2247,44,4750,IR1,AllPub,Inside,Mod,Crawfor,TwnhsE,1Story,8,5,2006,2007,PConc,0,1573,1573,Y,1625,0,1625,2,0,2,2,1,Gd,5,1,Attchd,538,123,0,0,0,153,12,2007,Family,235000
2248,,12150,IR1,AllPub,CulDSac,Gtl,Mitchel,1Fam,SFoyer,6,6,1979,1979,CBlock,0,1001,1001,Y,1299,0,1299,2,0,2,2,1,Gd,5,1,BuiltIn,486,84,0,222,0,0,1,2007,Normal,183500
2249,,7540,IR1,AllPub,CulDSac,Gtl,Mitchel,1Fam,SFoyer,6,6,1978,1978,CBlock,115,888,773,Y,912,0,912,1,0,1,2,1,TA,5,1,Attchd,470,0,0,0,0,192,6,2007,Normal,156000
2251,80,10000,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,5,2002,2002,PConc,856,1441,585,Y,1392,0,1392,2,0,2,3,1,Gd,6,1,Attchd,650,168,49,0,0,0,12,2007,Normal,215000
2253,,9928,IR1,AllPub,CulDSac,Gtl,Mitchel,1Fam,1Story,7,5,1991,1992,PConc,215,1454,1239,Y,1478,0,1478,2,0,2,3,1,TA,6,1,Attchd,506,114,22,0,0,0,5,2007,Normal,210000
2254,,8750,IR1,AllPub,Inside,Gtl,Mitchel,1Fam,SLvl,7,6,1975,1975,CBlock,98,852,754,Y,918,0,918,1,0,1,3,0,TA,4,0,Attchd,360,192,84,0,0,0,3,2007,Normal,148000
2255,82,8410,IR1,AllPub,Corner,Gtl,Mitchel,1Fam,SFoyer,6,6,1974,1974,CBlock,46,970,924,Y,1026,0,1026,1,0,1,2,1,TA,5,1,Attchd,528,193,0,0,0,0,4,2007,Normal,143000
2256,46,4054,IR1,AllPub,Inside,Gtl,Timber,TwnhsE,1Story,7,6,1987,1987,BrkTil,552,1501,949,Y,1501,0,1501,2,0,2,2,1,Gd,5,2,Attchd,512,240,0,0,0,0,10,2007,Normal,244000
2260,67,8368,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,7,5,2006,2007,PConc,1689,1689,0,Y,1689,0,1689,2,0,2,3,1,Gd,7,0,Attchd,433,100,39,0,0,0,4,2007,Partial,231713
2261,68,8298,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2006,2007,PConc,963,1546,583,Y,1564,0,1564,2,0,2,2,1,Ex,6,1,Attchd,502,132,0,0,0,0,9,2007,Partial,267300
2262,64,9037,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2006,2006,PConc,1048,1476,428,Y,1484,0,1484,2,0,2,2,1,Ex,6,1,Attchd,472,120,33,0,0,0,12,2007,Normal,265900
2263,89,10991,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2007,2007,PConc,1571,1571,0,Y,1571,0,1571,2,0,2,3,1,Gd,7,1,Attchd,722,100,36,0,0,0,12,2007,Partial,239000
2264,67,10656,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2006,2007,PConc,1638,1638,0,Y,1646,0,1646,2,0,2,3,1,Gd,6,1,Attchd,870,192,80,0,0,0,11,2007,Partial,248900
2265,42,10331,Reg,AllPub,CulDSac,Gtl,Timber,1Fam,1Story,7,7,1985,1985,CBlock,970,1265,295,Y,1240,0,1240,2,0,2,3,1,Gd,6,0,Attchd,528,232,0,0,0,0,7,2007,Normal,174000
2268,,6718,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2001,2001,PConc,1017,1267,250,Y,1312,0,1312,2,0,2,2,1,Gd,5,0,Attchd,471,256,28,0,0,0,1,2007,Normal,180500
2269,73,9590,IR1,AllPub,Corner,Gtl,Timber,1Fam,SLvl,7,5,2003,2003,PConc,82,868,786,Y,1146,0,1146,2,0,2,3,1,Gd,6,1,Attchd,438,160,22,0,0,0,5,2007,Normal,187500
2270,80,11305,Reg,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,2002,PConc,593,1922,1329,Y,1922,0,1922,2,0,2,2,1,Gd,6,1,Attchd,692,201,64,0,0,0,4,2007,Normal,282000
2271,,7777,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,6,5,1996,1996,PConc,1491,1491,0,Y,1491,0,1491,2,0,2,3,1,TA,7,1,Attchd,571,0,35,0,0,0,11,2007,Normal,178000
2272,85,14536,Reg,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,2003,PConc,316,1616,1300,Y,1629,0,1629,2,0,2,3,1,Gd,9,1,Attchd,808,0,252,0,0,0,11,2007,Normal,270000
2275,93,15306,IR1,AllPub,Corner,Gtl,Timber,1Fam,1Story,8,5,2006,2007,PConc,1652,1732,80,Y,1776,0,1776,2,0,2,3,1,Gd,7,1,Attchd,712,0,0,0,0,0,5,2007,Partial,283463
2276,85,12633,IR1,AllPub,Inside,Gtl,Timber,1Fam,1Story,10,5,2006,2007,PConc,1824,1824,0,Y,1824,0,1824,2,0,2,3,1,Ex,8,1,Attchd,932,160,36,0,0,108,9,2007,Partial,392000
2278,70,8402,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,5,2007,2007,PConc,914,1120,206,Y,1120,0,1120,1,0,1,3,1,TA,6,0,NA,0,0,30,0,0,0,12,2007,Partial,147000
2279,200,43500,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,3,5,1953,1953,CBlock,0,0,0,Y,2034,0,2034,1,0,1,2,1,TA,9,0,2Types,1041,483,266,0,0,0,6,2007,Normal,130000
2281,94,25286,Reg,AllPub,Inside,Mod,Mitchel,1Fam,1Story,4,5,1963,1963,PConc,431,1064,633,Y,1040,0,1040,1,0,1,3,1,TA,5,0,Attchd,648,0,0,0,0,0,1,2007,Normal,132250
2282,100,25000,Reg,AllPub,Inside,Gtl,Mitchel,Duplex,1Story,5,4,1967,1967,CBlock,1632,1632,0,Y,1632,0,1632,2,0,2,4,2,TA,8,0,Attchd,576,0,0,0,0,0,6,2007,Normal,143000
2283,,32463,Reg,AllPub,Inside,Mod,Mitchel,2fmCon,1Story,4,4,1961,1975,CBlock,90,1249,1159,Y,1622,0,1622,1,0,1,3,1,TA,7,1,2Types,1356,439,0,0,0,0,3,2007,Normal,168000
2284,44,4224,Reg,AllPub,Inside,Gtl,MeadowV,TwnhsE,1Story,5,7,1976,1976,PConc,200,1040,840,Y,1060,0,1060,1,0,1,3,1,TA,6,1,Attchd,572,100,110,0,0,0,6,2007,Normal,129900
2287,,1533,Reg,AllPub,Inside,Gtl,MeadowV,Twnhs,SLvl,4,5,1970,1970,CBlock,27,530,503,Y,530,462,992,1,0,1,2,1,TA,4,0,BuiltIn,297,112,97,0,0,0,7,2007,Normal,106500
2290,21,1936,Reg,AllPub,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,6,1970,1970,CBlock,0,630,630,Y,630,0,630,1,0,1,1,1,TA,3,0,NA,0,0,0,0,0,0,12,2007,Normal,84500
2292,,11333,IR1,AllPub,Corner,Gtl,Mitchel,1Fam,SLvl,6,5,1976,1976,PConc,490,1029,539,Y,1062,0,1062,1,0,1,3,1,TA,5,2,Attchd,539,120,0,0,0,0,5,2007,Normal,146800
2293,72,9129,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,SFoyer,5,5,1977,1977,PConc,0,923,923,Y,1008,0,1008,1,0,1,1,1,Gd,4,1,Attchd,678,201,66,0,0,0,7,2007,Normal,153500
2294,,15957,IR1,AllPub,Corner,Mod,Mitchel,1Fam,SLvl,6,6,1977,1977,PConc,96,1244,1148,Y,1356,0,1356,2,0,2,3,1,TA,6,1,Attchd,528,1424,0,0,0,0,9,2007,Normal,188000
2297,50,6723,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,SFoyer,5,7,1971,1971,CBlock,0,796,796,Y,796,0,796,1,0,1,2,1,TA,5,0,NA,0,129,0,0,0,0,9,2007,Normal,138000
2298,54,7244,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,SFoyer,5,7,1970,1970,CBlock,149,768,619,Y,768,0,768,1,0,1,2,1,TA,5,0,Detchd,624,104,0,0,0,0,4,2007,Normal,129500
2299,124,27697,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,4,3,1961,1961,CBlock,585,1396,811,N,1608,0,1608,1,0,1,3,1,TA,6,0,Attchd,444,152,38,0,0,0,11,2007,Abnorml,80000
2300,69,7599,Reg,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,4,6,1982,2006,CBlock,280,845,565,Y,845,0,845,1,0,1,2,1,TA,4,0,Detchd,360,0,0,0,0,0,6,2007,Normal,129500
2302,76,8314,Reg,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,5,7,1982,1982,CBlock,270,816,546,Y,816,0,816,1,0,1,2,1,TA,5,0,Attchd,264,168,0,0,0,0,6,2007,Normal,124500
2303,65,11625,IR1,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,7,1983,1983,CBlock,220,816,596,Y,816,0,816,1,0,1,2,1,TA,4,0,Attchd,264,330,0,0,0,0,5,2007,Normal,139000
2304,63,10712,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,5,1991,1992,PConc,762,974,212,Y,974,0,974,1,0,1,3,1,TA,5,0,NA,0,0,28,0,0,0,9,2007,Abnorml,93500
2305,62,10447,Reg,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,6,1984,1984,CBlock,348,864,516,Y,887,0,887,1,0,1,3,1,TA,5,0,Attchd,288,140,0,0,0,0,12,2007,Normal,124500
2306,,11027,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,5,1954,1954,CBlock,171,1178,1007,Y,1293,0,1293,2,0,2,2,1,TA,5,0,Attchd,452,280,0,0,0,0,5,2006,Normal,149900
2307,85,10533,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,6,1956,1956,CBlock,235,1008,773,Y,1024,0,1024,1,0,1,2,1,Gd,5,2,Attchd,313,0,0,0,0,280,8,2006,Normal,157500
2310,90,11727,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,7,6,1969,1969,CBlock,1851,1851,0,Y,1851,0,1851,2,0,2,3,1,TA,8,1,Attchd,506,0,146,0,0,0,3,2006,Normal,192100
2318,50,14859,IR1,AllPub,CulDSac,Gtl,Gilbert,1Fam,1Story,7,5,2006,2006,PConc,1670,1670,0,Y,1670,0,1670,2,0,2,3,1,Gd,7,1,Attchd,690,144,60,0,0,0,8,2006,Partial,240000
2324,,8076,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,6,6,1993,1994,PConc,455,1160,705,Y,1169,0,1169,2,0,2,3,1,TA,6,1,Attchd,402,0,26,0,0,144,7,2006,Normal,183500
2327,30,3701,IR1,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,1987,1987,CBlock,1191,1191,0,Y,1204,0,1204,2,0,2,2,1,TA,5,0,Attchd,461,120,70,0,0,0,8,2006,Normal,130000
2328,44,5306,IR1,AllPub,Inside,Gtl,StoneBr,TwnhsE,2Story,7,7,1987,1987,PConc,354,1064,710,Y,1064,703,1767,2,0,2,2,1,Gd,5,1,Attchd,504,441,35,0,0,0,6,2006,Normal,239000
2329,,6563,IR1,AllPub,CulDSac,Mod,StoneBr,1Fam,1Story,8,5,1985,1985,PConc,594,1742,1148,Y,1742,0,1742,2,0,2,2,1,Gd,5,1,Attchd,564,114,28,234,0,0,12,2006,Normal,275000
2338,,14762,IR2,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,5,6,1948,1950,Slab,0,0,0,Y,1547,720,2320,2,0,2,2,1,TA,7,1,Attchd,672,120,144,0,0,0,5,2006,Normal,169000
2339,100,34650,Reg,AllPub,Inside,Gtl,Gilbert,2fmCon,1Story,5,5,1955,1955,CBlock,0,1056,1056,N,1056,0,1056,1,0,1,3,1,TA,5,0,Attchd,572,264,0,0,0,0,1,2006,Normal,145000
2340,60,8147,Reg,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,9,5,2005,2005,PConc,523,1714,1191,Y,1714,0,1714,2,0,2,2,1,Gd,7,1,Attchd,517,156,55,0,0,0,8,2006,Normal,318000
2341,69,11302,IR1,AllPub,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2005,2006,PConc,392,1814,1422,Y,1826,0,1826,2,0,2,3,1,Gd,7,1,Attchd,758,180,75,0,0,120,8,2006,Partial,319000
2343,91,14145,Reg,AllPub,Corner,Gtl,NWAmes,1Fam,1Story,7,7,1984,1998,CBlock,995,1208,213,Y,1621,0,1621,2,0,2,3,1,Gd,8,0,Attchd,440,108,45,0,0,0,5,2006,Normal,202500
2347,,10464,IR1,AllPub,FR3,Gtl,NWAmes,1Fam,SFoyer,6,6,1980,1980,CBlock,138,988,850,Y,1102,0,1102,1,0,1,2,1,TA,5,1,Attchd,582,140,22,0,0,0,6,2006,Normal,169000
2348,80,10400,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,7,5,1988,1988,CBlock,916,1845,929,Y,1872,0,1872,2,0,2,3,1,TA,6,1,Attchd,604,197,39,0,0,0,6,2006,Normal,241500
2350,79,10240,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1980,1980,CBlock,0,1686,1686,Y,1686,0,1686,2,0,2,3,1,TA,7,1,Attchd,612,384,131,0,0,0,5,2006,Normal,207500
2353,,9927,IR1,AllPub,Inside,Gtl,NWAmes,1Fam,SFoyer,7,5,1976,1976,CBlock,42,1047,1005,Y,1083,0,1083,1,0,1,2,1,TA,5,1,Attchd,596,444,0,40,0,0,7,2006,Normal,172000
2355,81,10530,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,6,6,1975,2000,CBlock,127,675,548,Y,1109,766,1875,3,0,3,3,1,Gd,8,1,Attchd,485,48,28,0,0,0,6,2006,Normal,184500
2359,80,10000,Reg,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,6,1974,1974,CBlock,348,1103,755,Y,1103,0,1103,2,0,2,3,1,TA,6,0,Attchd,462,295,84,0,0,0,6,2006,Normal,155000
2360,,15870,IR1,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,5,1969,1969,CBlock,230,1096,866,Y,1096,0,1096,1,0,1,3,1,TA,6,0,Attchd,299,240,32,0,0,0,3,2006,Abnorml,138800
2361,71,9353,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,5,1970,1970,CBlock,864,864,0,Y,864,0,864,1,0,1,3,1,TA,5,0,Attchd,280,0,0,0,0,0,7,2006,Abnorml,116050
2362,,8125,IR1,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4,4,1971,1971,CBlock,244,858,614,Y,858,0,858,1,0,1,3,1,TA,5,0,NA,0,0,0,0,0,0,6,2006,Normal,88000
2363,60,7200,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4,4,1971,1971,CBlock,224,864,640,Y,874,0,874,1,0,1,3,1,TA,5,0,Detchd,576,63,0,0,0,0,3,2006,Normal,97500
2364,26,8773,IR2,AllPub,FR2,Gtl,NAmes,TwnhsE,1Story,6,5,2002,2002,PConc,536,1487,951,Y,1419,0,1419,2,0,2,2,1,Gd,4,0,Attchd,543,196,68,0,0,0,9,2006,Normal,190000
2374,53,4043,Reg,AllPub,Inside,Gtl,NPkVill,TwnhsE,1Story,6,5,1975,1975,CBlock,186,1069,883,Y,1069,0,1069,2,0,2,2,1,TA,4,1,Attchd,440,0,55,0,0,225,7,2006,Normal,146300
2375,65,7514,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1967,1975,CBlock,462,943,481,Y,1387,0,1387,1,0,1,3,1,TA,6,1,Attchd,300,0,0,240,0,0,9,2006,Normal,145000
2376,68,7838,Reg,AllPub,Inside,Gtl,NAmes,1Fam,SFoyer,5,5,1967,1967,CBlock,95,864,769,Y,900,0,900,1,0,1,3,1,TA,6,1,Attchd,288,175,144,0,0,0,12,2006,Normal,123000
2377,24,2280,Reg,AllPub,FR2,Gtl,NPkVill,Twnhs,1Story,7,7,1976,1976,CBlock,443,1055,612,Y,1055,0,1055,2,0,2,2,1,TA,4,0,Attchd,319,0,29,0,0,0,4,2006,Normal,137500
2379,129,16737,Reg,AllPub,FR3,Gtl,NridgHt,1Fam,1Story,9,5,2004,2005,PConc,533,1980,1447,Y,1980,0,1980,2,0,2,3,1,Ex,8,1,Attchd,770,194,45,0,0,0,9,2006,Normal,315000
2382,110,16163,Reg,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,8,5,2004,2004,PConc,1618,1618,0,Y,1618,0,1618,2,0,2,2,1,Gd,6,1,Attchd,880,0,0,0,0,0,7,2006,Normal,252000
2384,108,12228,Reg,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,7,5,2006,2006,PConc,1721,1721,0,Y,1740,0,1740,2,0,2,4,1,Gd,8,0,Attchd,874,0,43,0,0,0,9,2006,Partial,293000
2385,120,14780,IR1,AllPub,Corner,Mod,NridgHt,1Fam,1Story,9,5,2005,2005,PConc,363,1868,1505,Y,1868,0,1868,2,0,2,2,1,Ex,7,1,Attchd,1085,354,56,0,0,156,6,2006,Normal,415000
2386,98,16033,IR1,AllPub,FR2,Gtl,NridgHt,1Fam,1Story,9,5,2004,2005,PConc,572,1833,1261,Y,1850,0,1850,2,0,2,3,1,Gd,8,1,Attchd,772,519,112,0,0,0,3,2006,Normal,326000
2392,85,11924,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2005,2006,PConc,177,1175,998,Y,1182,1142,2324,3,0,3,4,1,Ex,11,2,BuiltIn,736,147,21,0,0,0,7,2006,Partial,345000
2396,90,12378,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,2004,PConc,622,1896,1274,Y,1944,0,1944,2,0,2,3,1,Ex,8,3,Attchd,708,208,175,0,0,0,11,2006,Normal,360000
2398,121,13758,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2005,2006,PConc,560,1792,1232,Y,1792,0,1792,2,0,2,2,1,Gd,6,1,Attchd,925,204,49,0,0,0,3,2006,Partial,372397
2399,131,14828,IR1,AllPub,Corner,Gtl,NridgHt,1Fam,1Story,9,5,2004,2005,PConc,397,1780,1383,Y,1780,0,1780,2,0,2,2,1,Ex,7,1,Attchd,816,144,68,0,0,0,8,2006,Normal,378000
2400,72,11846,IR1,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,2004,PConc,225,1792,1567,Y,1792,0,1792,2,0,2,2,1,Ex,6,1,Attchd,874,206,49,0,0,0,8,2006,Normal,374000
2404,43,7052,IR1,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,2005,2005,PConc,705,1364,659,Y,1364,0,1364,2,0,2,2,1,Gd,6,1,Attchd,484,192,36,0,0,0,6,2006,Normal,185850
2405,48,5911,Reg,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2005,2005,PConc,1088,1560,472,Y,1565,0,1565,2,0,2,2,1,Ex,6,1,Attchd,556,196,56,0,0,0,3,2006,Normal,282500
2406,48,6955,IR1,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,2005,2006,PConc,1368,1368,0,Y,1368,0,1368,2,0,2,2,1,Gd,6,1,Attchd,474,132,35,0,0,0,9,2006,Partial,202500
2407,40,6792,IR1,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,7,5,2005,2006,PConc,1368,1368,0,Y,1368,0,1368,2,0,2,2,1,Gd,6,1,Attchd,474,132,35,0,0,0,3,2006,Partial,202665
2408,61,7740,Reg,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2006,2006,PConc,663,1686,1023,Y,1686,0,1686,2,0,2,1,1,Ex,6,1,Attchd,899,266,100,0,0,0,6,2006,Partial,332200
2409,48,6373,Reg,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2006,2006,PConc,1251,1666,415,Y,1666,0,1666,2,0,2,2,1,Gd,6,1,Attchd,575,228,75,0,0,0,6,2006,Partial,310090
2410,,3136,IR1,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,7,5,2003,2003,PConc,1405,1405,0,Y,1405,0,1405,2,0,2,2,1,Gd,6,1,Attchd,478,148,36,0,0,0,3,2006,Normal,171750
2411,65,10237,Reg,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,6,5,2005,2006,PConc,1288,1316,28,Y,1316,0,1316,2,0,2,3,1,Gd,6,1,Attchd,397,100,0,0,23,0,10,2006,Partial,169990
2416,102,11660,IR1,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,6,5,2006,2006,PConc,1326,1326,0,Y,1326,0,1326,2,0,2,3,1,Gd,6,0,Attchd,427,100,0,0,0,0,7,2006,Partial,174190
2420,43,3087,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2006,2006,PConc,767,1220,453,Y,1364,0,1364,2,0,2,2,1,Gd,6,1,Attchd,437,100,16,0,0,0,11,2006,Partial,210250
2421,,3196,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2003,2004,PConc,1374,1374,0,Y,1557,0,1557,2,0,2,2,1,Gd,7,1,Attchd,420,143,20,0,0,0,10,2006,Normal,234000
2422,,3196,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,2003,2003,PConc,1273,1273,0,Y,1456,0,1456,2,0,2,2,1,Gd,7,1,Attchd,400,143,20,0,0,0,5,2006,Normal,215000
2423,,2938,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2002,2002,PConc,330,1368,1038,Y,1511,0,1511,2,0,2,2,1,Gd,5,1,Attchd,398,130,30,0,0,0,5,2006,Normal,246990
2424,,3072,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2004,2004,PConc,1375,1375,0,Y,1414,0,1414,2,0,2,2,1,Gd,6,1,Attchd,398,144,20,0,0,0,5,2006,Normal,178740
2425,,3072,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2004,2004,PConc,306,1365,1059,Y,1548,0,1548,2,0,2,2,1,Gd,7,1,Attchd,388,143,20,0,0,0,9,2006,Normal,225000
2426,43,3010,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,2006,PConc,1232,1248,16,Y,1248,0,1248,2,0,2,2,1,Gd,5,0,Attchd,438,108,0,0,0,0,3,2006,Partial,167240
2427,43,3010,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,2006,PConc,1126,1142,16,Y,1142,0,1142,2,0,2,2,1,Gd,6,0,Attchd,440,90,0,0,0,0,6,2006,Partial,156820
2428,43,3013,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2005,2005,PConc,1346,1362,16,Y,1506,0,1506,2,0,2,2,1,Gd,6,1,Attchd,440,142,20,0,0,0,4,2006,Normal,213490
2429,53,3982,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,2006,2006,PConc,366,1520,1154,Y,1567,0,1567,2,0,2,1,1,Ex,7,1,Attchd,648,312,0,0,0,0,10,2006,Partial,264561
2430,53,4045,Reg,AllPub,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2006,2006,PConc,286,1356,1070,Y,1500,0,1500,2,0,2,2,1,Gd,6,1,Attchd,648,161,20,0,0,0,10,2006,Partial,246578
2458,85,10182,IR1,AllPub,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,PConc,440,1660,1220,Y,1660,0,1660,2,0,2,3,1,Gd,8,1,Attchd,500,322,50,0,0,0,5,2006,Partial,290000
2459,73,8688,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,5,2005,2005,PConc,1616,1616,0,Y,1616,0,1616,2,0,2,3,1,Gd,7,0,Attchd,834,208,59,0,0,0,4,2006,Normal,232000
2460,85,10936,Reg,AllPub,Corner,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,PConc,1504,1504,0,Y,1504,0,1504,2,0,2,3,1,Gd,7,0,Attchd,510,144,0,0,0,0,9,2006,Partial,199000
2461,72,8640,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,PConc,1254,1278,24,Y,1278,0,1278,2,0,2,2,1,Gd,5,0,Attchd,584,0,60,0,0,0,10,2006,Partial,198600
2463,81,11216,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,PConc,1489,1489,0,Y,1489,0,1489,2,0,2,3,1,Gd,7,1,Attchd,776,0,140,0,0,0,6,2006,Partial,232600
2468,60,7200,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,6,5,2006,2006,PConc,357,1262,905,Y,1262,0,1262,2,0,2,2,1,Gd,5,0,Attchd,572,0,120,0,0,0,5,2006,Partial,185000
2469,62,7500,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,5,2005,2005,PConc,1257,1257,0,Y,1266,0,1266,2,0,2,3,1,Gd,6,1,Attchd,453,38,144,0,0,0,4,2006,Normal,176000
2470,60,7200,Reg,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,5,2006,2006,PConc,1293,1293,0,Y,1301,0,1301,2,0,2,2,1,Gd,5,1,Attchd,572,216,121,0,0,0,8,2006,Partial,187750
2472,91,11024,IR1,AllPub,Corner,Gtl,SawyerW,1Fam,1Story,7,5,2005,2006,PConc,1400,1400,0,Y,1400,0,1400,2,0,2,3,1,Gd,6,0,Attchd,612,144,55,0,0,0,10,2006,Partial,186800
2481,50,7175,Reg,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1990,1991,PConc,494,1398,904,Y,1398,0,1398,2,0,2,2,1,Gd,5,0,Attchd,542,0,46,0,0,0,7,2006,Normal,172000
